time,solar,wind,consume,battery,grid
2026-05-04 14:16:56,72.7,88.6,151.5,83.0,42.3
2026-05-04 14:16:57,72.5,88.4,151.2,82.7,42.1
2026-05-04 14:16:58,72.7,88.6,151.5,84.0,42.3
2026-05-04 14:16:59,72.5,88.4,151.2,84.0,42.1
2026-05-04 14:17:00,72.7,88.6,151.5,85.5,42.3
2026-05-04 14:17:01,72.5,88.4,151.2,84.7,42.1
2026-05-04 14:17:02,72.7,88.6,151.5,85.8,42.3
2026-05-04 14:17:03,72.5,88.4,151.2,87.0,42.1
2026-05-04 14:17:04,72.7,88.6,151.5,86.9,42.3
2026-05-04 14:17:05,72.5,88.4,151.2,87.5,42.1
2026-05-04 14:17:06,72.7,88.6,151.5,86.6,42.3
2026-05-04 14:17:07,72.5,88.4,151.2,86.7,42.1
2026-05-04 14:17:08,72.7,88.6,151.5,85.7,42.3
2026-05-04 14:17:09,72.5,88.4,151.2,86.1,42.1
2026-05-04 14:17:10,72.7,88.6,151.5,85.9,42.3
2026-05-04 14:17:11,72.5,88.4,151.2,86.2,42.1
2026-05-04 14:17:12,72.7,88.6,151.5,85.0,42.3
2026-05-04 14:17:13,72.5,88.4,151.2,85.5,42.1
2026-05-04 14:17:14,72.7,88.6,151.5,85.7,42.3
2026-05-04 14:17:15,72.5,88.4,151.2,86.7,42.1
2026-05-04 14:17:16,72.7,88.6,151.5,87.6,42.3
2026-05-04 14:17:17,72.5,88.4,151.2,88.4,42.1
2026-05-04 14:17:19,72.7,88.6,151.5,89.5,42.3
2026-05-04 14:17:20,72.5,88.4,151.2,88.1,42.1
2026-05-04 14:17:21,72.7,88.6,151.5,87.3,42.3
2026-05-04 14:17:22,72.5,88.4,151.2,85.9,42.1
2026-05-04 14:17:23,72.7,88.6,151.5,87.4,42.3
2026-05-04 14:17:24,72.5,88.4,151.2,87.3,42.1
2026-05-04 14:17:25,72.7,88.6,151.5,87.6,42.3
2026-05-04 14:17:26,72.5,88.4,151.2,88.7,42.1
2026-05-04 14:17:27,72.7,88.6,151.5,89.5,42.3
2026-05-04 14:17:28,72.5,88.4,151.2,88.2,42.1
2026-05-04 14:17:29,72.7,88.6,151.5,88.3,42.3
2026-05-04 14:17:30,72.5,88.4,151.2,89.2,42.1
2026-05-04 14:17:31,72.7,88.6,151.5,88.5,42.3
2026-05-04 14:17:32,72.5,88.4,151.2,89.7,42.1
2026-05-04 14:17:33,72.7,88.6,151.5,89.4,42.3
2026-05-04 14:17:34,72.5,88.4,151.2,89.5,42.1
2026-05-04 14:17:35,72.7,88.6,151.5,89.4,42.3
2026-05-04 14:17:36,72.5,88.4,151.2,90.3,42.1
2026-05-04 14:17:37,72.7,88.6,151.5,89.0,42.3
2026-05-04 14:17:38,72.5,88.4,151.2,89.9,42.1
2026-05-04 14:17:39,72.7,88.6,151.5,90.7,42.3
2026-05-04 14:17:40,72.5,88.4,151.2,90.7,42.1
2026-05-04 14:17:41,72.7,88.6,151.5,92.3,42.3
2026-05-04 14:17:42,72.5,88.4,151.2,91.1,42.1
2026-05-04 14:17:43,72.7,88.6,151.5,90.0,42.3
2026-05-04 14:17:44,72.5,88.4,151.2,89.8,42.1
2026-05-04 14:17:45,72.7,88.6,151.5,88.5,42.3
2026-05-04 14:17:47,72.5,88.4,151.2,88.8,42.1
2026-05-04 14:17:48,72.7,88.6,151.5,88.3,42.3
2026-05-04 14:17:49,72.5,88.4,151.2,87.2,42.1
2026-05-04 14:17:50,72.7,88.6,151.5,86.1,42.3
2026-05-04 14:17:51,72.5,88.4,151.2,84.5,42.1
2026-05-04 14:17:52,72.7,88.6,151.5,83.7,42.3
2026-05-04 14:17:53,72.5,88.4,151.2,83.0,42.1
2026-05-04 14:17:54,72.7,88.6,151.5,82.9,42.3
2026-05-04 14:17:55,72.5,88.4,151.2,83.5,42.1
2026-05-04 14:17:56,72.7,88.6,151.5,83.1,42.3
2026-05-04 14:17:57,72.5,88.4,151.2,84.0,42.1
2026-05-04 14:17:58,72.7,88.6,151.5,84.8,42.3
2026-05-04 14:17:59,72.5,88.4,151.2,84.6,42.1
2026-05-04 14:18:00,72.7,88.6,151.5,83.7,42.3
2026-05-04 14:18:01,72.5,88.4,151.2,84.4,42.1
2026-05-04 14:18:02,72.7,88.6,151.5,84.9,42.3
2026-05-04 14:18:03,72.5,88.4,151.2,84.5,42.1
2026-05-04 14:18:04,72.7,88.6,151.5,84.0,42.3
2026-05-04 14:18:05,72.5,88.4,151.2,84.4,42.1
2026-05-04 14:18:06,72.7,88.6,151.5,85.6,42.3
2026-05-04 14:18:07,72.5,88.4,151.2,85.1,42.1
2026-05-04 14:18:08,72.7,88.6,151.5,86.3,42.3
2026-05-04 14:18:09,72.5,88.4,151.2,85.5,42.1
2026-05-04 14:18:10,72.7,88.6,151.5,86.7,42.3
2026-05-04 14:18:11,72.5,88.4,151.2,85.5,42.1
2026-05-04 14:18:12,72.7,88.6,151.5,84.9,42.3
2026-05-04 14:18:14,72.5,88.4,151.2,85.1,42.1
2026-05-04 14:18:15,72.7,88.6,151.5,84.6,42.3
2026-05-04 14:18:16,72.5,88.4,151.2,84.9,42.1
2026-05-04 14:18:17,72.7,88.6,151.5,85.1,42.3
2026-05-04 14:18:18,72.5,88.4,151.2,86.0,42.1
2026-05-04 14:18:19,72.7,88.6,151.5,85.5,42.3
2026-05-04 14:18:20,72.5,88.4,151.2,85.7,42.1
2026-05-04 14:18:21,72.7,88.6,151.5,85.3,42.3
2026-05-04 14:18:22,72.5,88.4,151.2,86.4,42.1
2026-05-04 14:18:23,72.7,88.6,151.5,87.4,42.3
2026-05-04 14:18:24,72.5,88.4,151.2,86.3,42.1
2026-05-04 14:18:25,72.7,88.6,151.5,84.9,42.3
2026-05-04 14:18:26,72.5,88.4,151.2,84.9,42.1
2026-05-04 14:18:27,72.7,88.6,151.5,86.1,42.3
2026-05-04 14:18:28,72.5,88.4,151.2,85.2,42.1
2026-05-04 14:18:29,72.7,88.6,151.5,84.4,42.3
2026-05-04 14:18:30,72.5,88.4,151.2,84.3,42.1
2026-05-04 14:18:31,72.7,88.6,151.5,83.2,42.3
2026-05-04 14:18:32,72.5,88.4,151.2,82.9,42.1
2026-05-04 14:18:33,72.7,88.6,151.5,83.1,42.3
2026-05-04 14:18:34,72.5,88.4,151.2,83.5,42.1
2026-05-04 14:18:35,72.7,88.6,151.5,85.1,42.3
2026-05-04 14:18:36,72.5,88.4,151.2,84.7,42.1
2026-05-04 14:18:37,72.7,88.6,151.5,86.3,42.3
2026-05-04 14:18:38,72.5,88.4,151.2,84.9,42.1
2026-05-04 14:18:39,72.7,88.6,151.5,85.2,42.3
2026-05-04 14:18:40,72.5,88.4,151.2,84.2,42.1
2026-05-04 14:20:10,76.4,89.2,155.1,80.2,44.0
2026-05-04 14:20:11,76.2,89.0,154.8,79.1,43.8
2026-05-04 14:20:12,76.4,89.2,155.1,78.6,44.0
2026-05-04 14:20:13,76.2,89.0,154.8,78.6,43.8
2026-05-04 14:20:14,76.4,89.2,155.1,79.4,44.0
2026-05-04 14:20:15,76.2,89.0,154.8,79.6,43.8
2026-05-04 14:20:16,76.4,89.2,155.1,81.1,44.0
2026-05-04 14:20:18,76.2,89.0,154.8,82.0,43.8
2026-05-04 14:20:19,76.4,89.2,155.1,83.4,44.0
2026-05-04 14:20:20,76.2,89.0,154.8,82.7,43.8
2026-05-04 14:20:21,76.4,89.2,155.1,81.7,44.0
2026-05-04 14:20:22,76.2,89.0,154.8,80.6,43.8
2026-05-04 14:20:23,76.4,89.2,155.1,81.2,44.0
2026-05-04 14:20:24,76.2,89.0,154.8,81.5,43.8
2026-05-04 14:20:25,76.4,89.2,155.1,80.4,44.0
2026-05-04 14:20:26,76.2,89.0,154.8,80.7,43.8
2026-05-04 14:20:27,76.4,89.2,155.1,79.6,44.0
